Time_mins,power_kw
0.00,51.83
0.04,51.83
0.08,51.77
0.13,51.47
0.17,50.17
0.21,50.17
0.25,50.17
0.29,50.17
0.34,50.38
0.38,50.69
0.42,50.72
0.46,50.72
0.51,50.72
0.55,50.80
0.59,51.10
0.63,50.87
0.67,49.96
0.72,50.72
0.76,50.72
0.80,50.96
0.84,51.27
0.88,50.17
0.93,50.17
0.97,50.17
1.01,50.17
1.05,50.17
1.09,50.17
1.14,50.17
1.18,50.59
1.22,51.20
1.26,50.74
1.31,50.72
1.35,50.72
1.39,50.72
1.43,50.72
1.47,50.85
1.52,51.15
1.56,50.35
1.60,50.65
1.64,50.72
1.68,50.72
1.73,50.72
1.77,50.76
1.81,51.07
1.85,51.08
1.89,50.47
1.94,50.01
1.98,49.71
2.02,49.61
2.06,49.61
2.10,49.88
2.15,50.17
2.19,50.17
2.23,50.17
2.27,50.17
2.32,50.17
2.36,50.17
2.40,50.74
2.44,49.83
2.48,50.40
2.53,50.70
2.57,50.76
2.61,51.75
2.65,51.14
2.69,50.72
2.74,50.72
2.78,50.72
2.82,50.72
2.86,50.72
2.90,50.72
2.95,51.57
2.99,50.17
3.03,50.48
3.07,50.78
3.12,51.08
3.16,51.16
3.20,50.85
3.24,50.72
3.28,50.72
3.33,50.49
3.37,50.19
3.41,51.27
3.45,50.69
3.49,50.38
3.54,50.63
3.58,50.33
3.62,50.31
3.66,50.61
3.70,49.81
3.75,50.11
3.79,51.27
3.83,51.27
3.87,50.66
3.92,50.61
3.96,50.00
4.00,49.61
4.04,49.61
4.08,49.94
4.13,50.55
4.17,50.83
4.21,51.74
4.25,54.02
4.29,50.74
4.34,51.05
4.38,57.60
4.42,58.51
4.46,43.29
4.50,53.93
4.55,46.86
4.59,28.32
4.63,38.84
4.67,25.47
4.72,24.32
4.76,24.47
4.80,24.63
4.84,24.78
4.88,24.93
4.93,25.08
4.97,25.23
5.01,26.32
5.05,29.36
5.09,32.40
5.14,26.36
5.18,26.06
5.22,43.09
