Time_mins,power_kw,
58.39,167.48,197.48
58.44,167.84,197.84
58.48,167.84,197.84
58.52,167.69,197.69
58.57,167.31,197.31
58.61,167.44,197.44
58.66,167.83,197.83
58.70,167.84,197.84
58.74,167.84,197.84
58.79,167.84,197.84
58.83,167.40,197.40
58.88,166.63,196.63
58.92,168.32,198.32
58.96,168.13,198.13
59.01,167.94,197.94
59.05,167.65,197.65
59.09,167.27,197.27
59.14,167.19,197.19
59.18,167.25,197.25
59.23,168.01,198.01
59.27,168.13,198.13
59.31,168.89,198.89
59.36,168.10,198.10
59.40,168.48,198.48
59.45,168.48,198.48
59.49,168.54,198.54
59.53,168.73,198.73
59.58,168.92,198.92
59.62,169.11,199.11
59.67,167.19,197.19
59.71,167.76,197.76
59.75,167.38,197.38
59.80,166.81,196.81
59.84,166.05,196.05
59.89,166.58,196.58
59.93,166.04,196.04
59.97,167.57,197.57
60.02,166.54,196.54
60.06,166.54,196.54
60.11,166.27,196.27
60.15,169.13,199.13
60.19,168.75,198.75
60.24,168.25,198.25
60.28,167.49,197.49
60.33,167.65,197.65
60.37,168.41,198.41
60.41,167.79,197.79
60.46,167.51,197.51
60.50,169.03,199.03
60.54,169.39,199.39
60.59,168.63,198.63
60.63,168.48,198.48
60.68,169.74,199.74
60.72,169.36,199.36
60.76,167.94,197.94
60.81,168.20,198.20
60.85,168.45,198.45
60.90,168.71,198.71
60.94,168.96,198.96
60.98,168.89,198.89
61.03,168.13,198.13
61.07,168.60,198.60
61.12,166.69,196.69
61.16,168.60,198.60
61.20,168.23,198.23
61.25,167.08,197.08
61.29,166.29,196.29
61.34,167.06,197.06
61.38,168.15,198.15
61.42,168.48,198.48
61.47,168.48,198.48
61.51,168.48,198.48
61.56,168.48,198.48
61.60,168.21,198.21
61.64,167.82,197.82
61.69,167.44,197.44
61.73,167.32,197.32
61.78,167.70,197.70
61.82,168.65,198.65
61.86,167.88,197.88
61.91,168.19,198.19
61.95,169.22,199.22
61.99,169.61,199.61
62.04,169.58,199.58
62.08,169.19,199.19
62.13,168.81,198.81
62.17,169.62,199.62
62.21,168.47,198.47
62.26,169.13,199.13
62.30,169.13,199.13
62.35,169.13,199.13
62.39,169.13,199.13
62.43,169.13,199.13
62.48,169.40,199.40
62.52,170.16,200.16
62.57,168.08,198.08
62.61,168.47,198.47
62.65,168.85,198.85
62.70,169.13,199.13
62.74,169.13,199.13
62.79,169.56,199.56
62.83,170.32,200.32
62.87,169.78,199.78
62.92,167.19,197.19
62.96,167.19,197.19
63.01,167.19,197.19
63.05,167.19,197.19
63.09,167.25,197.25
63.14,166.56,196.56
63.18,166.94,196.94
63.22,167.33,197.33
63.27,167.71,197.71
63.31,167.33,197.33
63.36,166.56,196.56
63.40,168.02,198.02
63.44,168.93,198.93
63.49,168.16,198.16
63.53,168.27,198.27
63.58,169.03,199.03
63.62,168.80,198.80
63.66,167.77,197.77
63.71,167.39,197.39
63.75,167.01,197.01
63.80,166.62,196.62
63.84,167.13,197.13
63.88,167.90,197.90
63.93,168.66,198.66
63.97,167.98,197.98
64.02,168.36,198.36
64.06,167.19,197.19
64.10,167.19,197.19
64.15,170.16,200.16
64.19,170.10,200.10
64.24,168.96,198.96
64.28,168.26,198.26
64.32,167.88,197.88
64.37,168.46,198.46
64.41,167.76,197.76
64.46,167.38,197.38
64.50,169.32,199.32
64.54,169.70,199.70
64.59,168.57,198.57
64.63,169.82,199.82
64.67,170.20,200.20
64.72,168.79,198.79
64.76,169.55,199.55
64.81,168.63,198.63
64.85,169.78,199.78
64.89,168.64,198.64
64.94,169.25,199.25
64.98,169.63,199.63
65.03,168.48,198.48
65.07,168.48,198.48
65.11,168.48,198.48
65.16,168.41,198.41
65.20,168.03,198.03
65.25,167.84,197.84
65.29,167.84,197.84
65.33,170.09,200.09
65.38,168.48,198.48
65.42,168.48,198.48
65.47,168.33,198.33
65.51,167.95,197.95
65.55,168.43,198.43
65.60,169.12,199.12
65.64,168.36,198.36
65.69,167.60,197.60
65.73,166.83,196.83
65.77,167.48,197.48
65.82,169.01,199.01
65.86,167.89,197.89
65.91,168.65,198.65
65.95,169.41,199.41
65.99,171.08,201.08
66.04,171.08,201.08
66.08,169.82,199.82
66.12,170.29,200.29
66.17,169.14,199.14
66.21,170.59,200.59
66.26,170.97,200.97
66.30,171.36,201.36
66.34,171.71,201.71
66.39,170.94,200.94
66.43,171.60,201.60
66.48,171.22,201.22
66.52,170.19,200.19
66.56,169.81,199.81
66.61,170.20,200.20
66.65,168.93,198.93
66.70,170.84,200.84
66.74,171.11,201.11
66.78,169.97,199.97
66.83,170.77,200.77
66.87,169.73,199.73
66.92,169.35,199.35
66.96,169.30,199.30
67.00,169.68,199.68
67.05,169.78,199.78
67.09,169.78,199.78
67.14,169.78,199.78
67.18,169.65,199.65
67.22,169.27,199.27
67.27,169.38,199.38
67.31,169.76,199.76
67.36,170.36,200.36
67.40,169.88,199.88
67.44,170.26,200.26
67.49,170.43,200.43
67.53,170.43,200.43
67.57,170.75,200.75
67.62,171.02,201.02
67.66,170.64,200.64
67.71,169.91,199.91
67.75,168.76,198.76
67.79,168.48,198.48
67.84,168.51,198.51
67.88,168.89,198.89
67.93,169.27,199.27
67.97,169.65,199.65
68.01,169.53,199.53
68.06,169.15,199.15
68.10,169.13,199.13
68.15,169.13,199.13
68.19,169.13,199.13
68.23,168.70,198.70
68.28,167.94,197.94
68.32,159.89,189.89
68.37,167.08,197.08
68.41,158.68,188.68
68.45,152.14,182.14
68.50,126.94,156.94
68.54,133.82,163.82
68.59,120.53,150.53
68.63,120.91,150.91
68.67,121.29,151.29
68.72,121.67,151.67
68.76,122.05,152.05
68.80,122.43,152.43
68.85,181.43,211.43
68.89,169.04,199.04
68.94,166.37,196.37
68.98,160.32,190.32
69.02,180.94,210.94
69.07,170.14,200.14
69.11,167.72,197.72
69.16,163.52,193.52
69.20,165.43,195.43
69.24,163.14,193.14
69.29,161.80,191.80
69.33,158.89,188.89
69.38,160.42,190.42
69.42,159.76,189.76
69.46,158.99,188.99
69.51,158.09,188.09
69.55,156.18,186.18
69.60,158.49,188.49
69.64,159.07,189.07
69.68,157.93,187.93
69.73,157.95,187.95
69.77,159.85,189.85
69.82,158.45,188.45
69.86,156.09,186.09
69.90,155.71,185.71
69.95,141.88,171.88
69.99,119.74,149.74
70.04,124.61,154.61
70.08,117.10,147.10
70.12,115.57,145.57
70.17,113.52,143.52
70.21,113.90,143.90
70.25,113.52,143.52
70.30,115.31,145.31
70.34,114.54,144.54
70.39,116.61,146.61
70.43,116.61,146.61
70.47,114.71,144.71
70.52,115.86,145.86
70.56,113.62,143.62
70.61,112.15,142.15
70.65,112.53,142.53
70.69,112.87,142.87
70.74,111.92,141.92
70.78,110.97,140.97
70.83,110.17,140.17
70.87,110.55,140.55
70.91,110.61,140.61
70.96,110.23,140.23
71.00,110.95,140.95
71.05,125.05,155.05
71.09,125.43,155.43
71.13,121.00,151.00
71.18,136.66,166.66
71.22,134.35,164.35
71.27,134.74,164.74
71.31,137.95,167.95
71.35,101.73,131.73
71.40,99.06,129.06
71.44,109.56,
71.49,94.67,
71.53,50.55,
71.57,87.58,
71.62,57.80,
71.66,42.36,
71.70,41.21,
71.75,40.49,
71.79,39.91,
71.84,39.34,
71.88,39.35,
71.92,38.59,
71.97,38.31,
72.01,38.31,
72.06,39.97,
72.10,41.09,
72.14,41.86,
72.19,50.22,
72.23,59.00,
72.28,50.25,
72.32,63.60,
72.36,63.60,
72.41,63.95,
72.45,64.71,
72.50,65.47,
72.54,64.86,
72.58,64.10,
72.63,66.98,
72.67,67.36,
72.72,65.25,
72.76,66.78,
72.80,64.45,
72.85,63.70,
72.89,64.08,
72.93,63.82,
72.98,64.20,
73.02,63.92,
73.07,64.19,
73.11,63.81,
73.15,63.78,
73.20,64.16,
73.24,66.20,
73.29,66.17,
73.33,65.79,
73.37,65.41,
73.42,65.03,
73.46,64.51,
73.51,64.89,
73.55,63.60,
73.59,66.95,
73.64,67.33,
73.68,68.41,
73.73,75.66,
73.77,69.77,
73.81,74.98,
73.86,69.64,
73.90,64.43,
73.95,64.82,
73.99,66.20,
74.03,66.41,
74.08,69.09,
74.12,68.74,
74.17,73.71,
74.21,63.60,
74.25,61.69,
74.30,66.18,
74.34,70.49,
74.38,62.86,
74.43,59.94,
74.47,60.32,
74.52,60.36,
74.56,60.36,
74.60,60.36,
74.65,60.55,
74.69,60.93,
74.74,60.62,
74.78,61.66,
74.82,61.66,
74.87,61.31,
74.91,62.08,
74.96,61.77,
75.00,62.31,
