Time_mins,power_kw
0.00,54.98
0.08,54.09
0.15,50.26
0.23,52.04
0.31,25.92
0.39,46.00
0.46,2.25
0.54,25.51
0.62,9.45
0.69,2.17
0.77,2.17
0.85,2.17
0.93,2.10
1.00,1.65
1.08,1.63
1.16,2.08
1.23,2.17
1.31,2.13
1.39,1.69
1.46,1.42
1.54,1.42
1.62,1.74
1.70,2.17
1.77,2.17
1.85,2.17
1.93,2.17
2.00,1.89
2.08,1.44
2.16,1.42
2.24,1.54
2.31,1.98
2.39,2.17
2.47,2.17
2.54,10.81
2.62,11.48
2.70,16.84
2.78,4.09
2.85,9.44
2.93,18.01
3.01,8.58
3.08,11.70
3.16,8.01
3.24,5.78
3.32,6.14
3.39,1.52
3.47,3.75
3.55,8.57
3.62,3.21
3.70,5.92
3.78,8.15
3.86,2.49
3.93,2.17
4.01,2.17
4.09,1.91
4.16,1.46
4.24,1.42
4.32,1.51
4.39,1.96
4.47,2.17
4.55,2.17
4.63,2.17
4.70,2.11
4.78,1.66
4.86,1.22
4.93,0.77
5.01,18.36
5.09,2.09
5.17,11.91
5.24,47.09
5.32,76.10
5.40,64.19
5.47,103.90
5.55,92.44
5.63,121.51
5.71,121.96
5.78,112.80
5.86,112.36
5.94,93.79
6.01,81.70
6.09,66.98
6.17,77.85
6.25,65.80
6.32,38.37
6.40,37.02
6.48,37.92
6.55,37.96
6.63,37.07
6.71,40.30
6.79,38.04
6.86,42.50
6.94,42.77
7.02,40.54
7.09,37.32
7.17,45.10
7.25,41.08
7.32,37.95
7.40,36.61
7.48,38.90
7.56,34.05
7.63,206.81
7.71,60.01
7.79,162.91
7.86,123.85
7.94,210.91
8.02,200.25
8.10,221.86
8.17,222.99
8.25,222.55
8.33,223.39
8.40,217.94
8.48,222.85
8.56,220.88
8.64,215.08
8.71,215.36
8.79,213.59
8.87,213.56
8.94,214.41
9.02,213.25
9.10,207.03
9.18,208.39
9.25,206.41
9.33,198.41
9.41,200.16
9.48,199.98
9.56,200.29
9.64,199.61
9.72,199.67
9.79,199.65
9.87,199.83
9.95,199.88
10.02,200.53
10.10,199.49
10.18,201.96
10.25,203.32
10.33,204.83
10.41,205.91
10.49,207.06
10.56,207.47
10.64,207.71
10.72,207.51
10.79,209.23
10.87,207.03
10.95,206.10
11.03,205.01
11.10,204.42
11.18,203.68
11.26,203.57
11.33,203.73
11.41,203.69
11.49,202.41
11.57,203.75
11.64,204.12
11.72,203.68
11.80,203.23
11.87,202.78
11.95,202.34
12.03,203.82
12.11,204.26
12.18,205.12
12.26,205.12
12.34,205.12
12.41,205.30
12.49,205.74
12.57,205.87
12.65,205.86
12.72,204.96
