Time_mins,power_kw,
18.09,166.31,
18.13,176.01,
18.17,142.43,
18.22,130.23,
18.26,137.65,
18.30,128.89,
18.35,125.71,
18.39,125.13,
18.43,125.27,
18.48,125.85,
18.52,124.64,
18.57,125.67,
18.61,131.22,
18.65,133.69,
18.70,146.54,
18.74,147.50,
18.78,132.43,
18.83,155.20,
18.87,160.98,
18.91,182.30,
18.96,177.16,
19.00,209.18,
19.04,209.48,
19.09,205.52,
19.13,209.32,
19.17,205.82,
19.22,205.24,
19.26,205.92,
19.30,206.36,
19.35,208.99,
19.39,206.85,
19.43,208.01,
19.48,211.14,
19.52,211.73,
19.56,209.10,
19.61,207.32,
19.65,207.62,
19.69,209.00,
19.74,209.21,
19.78,209.80,
19.82,205.10,
19.87,204.81,
19.91,202.60,
19.95,206.11,
20.00,202.15,
20.04,205.40,
20.08,200.73,
20.13,197.71,195.71
20.17,197.61,177.61
20.21,196.22,186.22
20.26,198.17,198.17
20.30,196.03,211.03
20.34,195.68,225.68
20.39,195.70,235.70
20.43,194.14,154.14
20.47,195.48,260.48
20.52,182.94,182.94
20.56,127.33,127.33
20.60,128.71,128.71
20.65,128.31,128.31
20.69,126.00,126.00
20.73,127.43,127.43
20.78,126.64,
20.82,126.18,
20.86,127.57,
20.91,127.57,
20.95,125.58,
20.99,126.69,
21.04,126.23,
21.08,125.76,
21.12,125.30,
21.17,124.84,
21.21,126.73,
21.25,126.27,
21.30,126.00,
21.34,126.00,
21.38,125.67,
21.43,124.46,
21.47,125.38,
21.51,127.51,
21.56,127.32,
21.60,127.14,
21.64,126.95,
21.69,126.77,
21.73,126.58,
21.77,126.40,
21.82,126.21,
21.86,126.03,
21.91,125.61,
21.95,127.50,
21.99,127.04,
22.04,126.78,
22.08,126.78,
22.12,126.78,
22.17,126.78,
22.21,126.78,
22.25,126.78,
22.30,126.78,
22.34,126.48,
22.38,126.02,
22.43,124.78,
22.47,124.49,
22.51,124.72,
22.56,124.96,
22.60,125.19,
22.64,125.42,
22.69,125.65,
22.73,125.88,
22.77,124.65,
22.82,125.11,
22.86,126.78,
22.90,125.18,
22.95,124.72,
22.99,126.00,
23.03,126.00,
23.08,125.37,
23.12,124.45,
23.16,126.78,
23.21,125.35,
23.25,125.81,
23.29,126.00,
23.34,126.00,
23.38,125.18,
23.42,124.60,
23.47,121.37,
23.51,122.74,
23.55,120.90,
23.60,120.15,
23.64,119.78,
23.68,120.25,
23.73,120.71,
23.77,121.17,
23.81,120.98,
23.86,120.52,
23.90,120.06,
23.94,120.88,
23.99,119.49,
24.03,119.24,
24.07,119.70,
24.12,118.53,
24.16,118.27,
24.20,118.73,
24.25,118.96,
24.29,118.96,
24.33,118.58,
24.38,118.17,
24.42,118.17,
24.46,118.17,
24.51,118.17,
24.55,118.51,
24.59,119.72,
24.64,119.26,
24.68,120.21,
24.72,119.29,
24.77,118.66,
24.81,118.20,
24.85,118.17,
24.90,118.62,
24.94,120.46,
24.98,119.14,
25.03,119.49,
25.07,119.84,
25.11,120.18,
25.16,120.53,
25.20,120.87,
25.25,121.22,
25.29,120.96,
25.33,120.50,
25.38,120.03,
25.42,119.74,
25.46,119.74,
25.51,119.74,
25.55,119.74,
25.59,119.29,
25.64,119.20,
25.68,120.12,
25.72,120.52,
25.77,120.52,
25.81,118.96,
25.85,119.58,
25.90,118.66,
25.94,118.17,
25.98,118.17,
26.03,118.17,
26.07,118.17,
26.11,118.17,
26.16,118.17,
26.20,118.17,
26.24,120.05,
26.29,120.52,
26.33,120.98,
26.37,119.74,
26.42,119.74,
26.46,119.74,
26.50,119.74,
26.55,119.33,
26.59,121.40,
26.63,121.86,
26.68,120.98,
26.72,121.90,
26.76,122.78,
26.81,122.92,
26.85,123.38,
26.89,122.09,
26.94,122.09,
26.98,122.09,
27.02,122.09,
27.07,122.09,
27.11,122.09,
27.15,122.09,
27.20,122.09,
27.24,122.09,
27.28,122.51,
27.33,122.77,
27.37,122.31,
27.41,122.57,
27.46,123.49,
27.50,123.27,
27.54,122.87,
27.59,122.87,
27.63,122.87,
27.67,122.87,
27.72,122.87,
27.76,122.89,
27.80,123.35,
27.85,122.24,
27.89,122.70,
27.93,123.36,
27.98,122.89,
28.02,122.00,
28.06,121.97,
28.11,121.51,
28.15,122.87,
28.19,122.87,
28.24,122.87,
28.28,123.65,
28.32,123.65,
28.37,123.65,
28.41,123.65,
28.45,123.65,
28.50,123.62,
28.54,123.16,
28.58,122.87,
28.63,122.87,
28.67,123.18,
28.72,123.64,
28.76,123.65,
28.80,123.65,
28.85,123.65,
28.89,123.65,
28.93,123.65,
28.98,123.65,
29.02,123.65,
29.06,123.65,
29.11,123.65,
29.15,123.65,
29.19,123.65,
29.24,123.57,
29.28,122.65,
29.32,123.35,
29.37,126.57,
29.41,123.51,
29.45,124.43,
29.50,134.10,
29.54,140.27,
29.58,143.49,
29.63,135.72,
29.67,137.56,
29.71,143.63,
29.76,144.28,
29.80,145.67,
29.84,146.11,
29.89,145.65,
29.93,145.57,
29.97,145.62,
30.02,146.08,
30.06,146.35,
30.10,146.35,
30.15,146.35,
30.19,145.56,
30.23,145.10,
30.28,143.22,
30.32,143.22,
30.36,143.22,
30.41,143.22,
30.45,145.21,
30.49,144.00,
30.54,144.00,
30.58,144.83,
30.62,143.45,
30.67,143.22,
30.71,143.87,
30.75,142.95,
30.80,142.44,
30.84,142.44,
30.88,144.34,
30.93,144.76,
30.97,144.30,
31.01,143.84,
31.06,143.38,
31.10,142.14,
31.14,141.67,
31.19,143.56,
31.23,142.01,
31.27,143.39,
31.32,144.26,
31.36,144.72,
31.40,143.60,
31.45,143.22,
31.49,143.22,
31.53,143.22,
31.58,143.22,
31.62,143.57,
31.66,143.97,
31.71,143.51,
31.75,143.22,
31.79,143.22,
31.84,145.09,
31.88,145.56,
31.92,144.45,
31.97,144.91,
32.01,145.37,
32.06,143.73,
32.10,143.27,
32.14,144.38,
32.19,143.91,
32.23,143.45,
32.27,143.67,
32.32,144.59,
32.36,145.15,
32.40,143.26,
32.45,143.72,
32.49,144.37,
32.53,145.29,
32.58,145.24,
32.62,144.78,
32.66,144.55,
32.71,144.32,
32.75,144.09,
32.79,143.72,
32.84,143.26,
32.88,144.06,
32.92,143.12,
32.97,142.66,
33.01,143.76,
33.05,143.30,
33.10,142.84,
33.14,144.06,
33.18,144.52,
33.23,144.59,
33.27,144.13,
33.31,144.00,
33.36,143.99,
33.40,143.53,
33.44,143.22,
33.49,143.22,
33.53,143.51,
33.57,143.97,
33.62,144.00,
33.66,143.89,
33.70,143.43,
33.75,142.97,
33.79,142.51,
33.83,145.17,
33.88,143.28,
33.92,143.75,
33.96,143.79,
34.01,143.33,
34.05,145.22,
34.09,144.74,
34.14,143.81,
34.18,143.38,
34.22,143.84,
34.27,143.70,
34.31,143.24,
34.35,142.78,
34.40,142.44,
34.44,142.44,
34.48,145.04,
34.53,145.50,
34.57,144.77,
34.61,144.00,
34.66,144.00,
34.70,144.00,
34.74,144.00,
34.79,144.00,
34.83,143.97,
34.87,143.50,
34.92,143.39,
34.96,143.85,
35.00,144.32,
35.05,144.78,
35.09,145.24,
35.13,145.43,
35.18,144.97,
35.22,144.51,
35.26,144.05,
35.31,143.59,
35.35,143.28,
35.40,143.59,
35.44,143.89,
35.48,144.20,
35.53,144.51,
35.57,143.27,
35.61,143.73,
35.66,145.38,
35.70,144.92,
35.74,144.33,
35.79,144.77,
35.83,143.39,
35.87,144.14,
35.92,144.61,
35.96,143.22,
36.00,143.22,
36.05,143.22,
36.09,143.32,
36.13,143.78,
36.18,145.02,
36.22,145.49,
36.26,144.81,
36.31,144.12,
36.35,145.04,
36.39,145.37,
36.44,144.91,
36.48,142.44,
36.52,144.80,
36.57,145.26,
36.61,143.68,
36.65,145.07,
36.70,145.27,
36.74,144.81,
36.78,142.78,
36.83,142.44,
36.87,142.44,
36.91,144.53,
36.96,144.07,
37.00,141.65,
37.04,141.76,
37.09,142.45,
37.13,143.14,
37.17,143.83,
37.22,143.92,
37.26,143.19,
37.30,142.73,
37.35,143.67,
37.39,142.75,
37.43,144.31,
37.48,144.77,
37.52,144.78,
37.56,144.25,
37.61,145.17,
37.65,145.04,
37.69,144.12,
37.74,145.97,
37.78,144.86,
37.82,145.33,
37.87,143.56,
37.91,142.64,
37.95,145.21,
38.00,142.47,
38.04,142.94,
38.08,143.40,
38.13,143.86,
38.17,143.68,
38.21,143.22,
38.26,143.22,
38.30,142.95,
38.34,142.03,
38.39,145.06,
38.43,145.52,
38.47,143.91,
38.52,141.84,
38.56,142.76,
38.60,145.10,
38.65,144.18,
38.69,144.00,
38.74,141.30,
38.78,138.08,
38.82,142.27,
38.87,139.97,
38.91,123.98,
38.95,129.84,
39.00,125.23,
39.04,123.58,
39.08,123.35,
39.13,123.12,
39.17,122.89,
39.21,122.66,
39.26,122.43,
39.30,122.20,
39.34,121.84,
39.39,121.38,
39.43,123.27,
39.47,122.81,
39.52,122.35,
39.56,121.89,
39.60,121.42,
39.65,123.21,
39.69,123.67,
39.73,124.13,
39.78,123.03,
39.82,123.49,
39.86,123.65,
39.91,123.65,
39.95,124.09,
39.99,124.36,
40.04,124.05,
40.08,123.74,
40.12,123.44,
40.17,123.13,
40.21,124.22,
40.25,122.83,
40.30,123.86,
40.34,124.33,
40.38,124.08,
40.43,123.65,
40.47,123.65,
40.51,123.82,
40.56,124.28,
40.60,124.13,
40.64,123.66,
40.69,123.20,
40.73,121.43,
40.77,121.89,
40.82,122.60,
40.86,122.14,
40.90,123.30,
40.95,123.04,
40.99,123.96,
41.03,124.21,
41.08,123.75,
41.12,123.29,
41.16,124.39,
41.21,123.93,
41.25,123.83,
41.29,124.29,
41.34,123.47,
41.38,122.09,
41.42,123.65,
41.47,123.51,
41.51,123.05,
41.55,121.58,
41.60,122.04,
41.64,122.82,
41.68,121.99,
41.73,121.53,
41.77,122.01,
41.81,123.39,
41.86,124.03,
41.90,122.92,
41.94,123.38,
41.99,122.28,
42.03,122.74,
42.08,123.20,
42.12,122.10,
42.16,122.56,
42.21,124.43,
42.25,124.43,
42.29,122.67,
42.34,123.59,
42.38,122.79,
42.42,123.76,
42.47,124.22,
42.51,122.87,
42.55,122.87,
42.60,122.87,
42.64,124.24,
42.68,122.86,
42.73,122.29,
42.77,122.75,
42.81,123.21,
42.86,123.61,
42.90,122.69,
42.94,122.25,
42.99,122.71,
43.03,122.87,
43.07,122.87,
43.12,122.43,
43.16,122.32,
43.20,123.25,
43.25,123.14,
43.29,122.21,
43.33,123.64,
43.38,124.21,
43.42,122.82,
43.46,122.30,
43.51,122.76,
43.55,122.51,
43.59,123.62,
43.64,123.16,
43.68,122.87,
43.72,122.87,
43.77,122.87,
43.81,122.87,
43.85,123.32,
43.90,122.22,
43.94,122.68,
43.98,122.60,
44.03,122.14,
44.07,123.31,
44.11,124.35,
44.16,123.89,
44.20,123.88,
44.24,124.34,
44.29,123.33,
44.33,123.61,
44.37,123.15,
44.42,122.68,
44.46,122.22,
44.50,121.76,
44.55,121.31,
44.59,121.77,
44.63,122.37,
44.68,123.29,
44.72,123.37,
44.76,122.91,
44.81,122.87,
44.85,122.97,
44.89,123.43,
44.94,123.65,
44.98,123.65,
45.02,123.65,
45.07,123.65,
45.11,123.65,
45.15,123.46,
45.20,123.00,
45.24,123.20,
45.28,123.62,
45.33,122.70,
45.37,123.50,
45.42,123.04,
45.46,124.43,
45.50,124.43,
45.55,124.00,
45.59,123.60,
45.63,123.37,
45.68,123.14,
45.72,122.91,
45.76,122.48,
45.81,122.22,
45.85,123.14,
45.89,123.44,
45.94,122.98,
45.98,123.22,
46.02,122.11,
46.07,122.57,
46.11,122.70,
46.15,122.24,
46.20,122.69,
46.24,123.62,
46.28,125.43,
46.33,128.15,
46.37,124.47,
46.41,132.78,
46.46,129.55,
46.50,134.21,
46.54,135.23,
46.59,134.31,
46.63,134.05,
46.67,134.51,
46.72,134.61,
46.76,134.61,
46.80,134.61,
46.85,134.61,
46.89,134.61,
46.93,134.29,
46.98,133.83,
47.02,133.83,
47.06,133.96,
47.11,134.42,
47.15,135.66,
47.19,136.13,
47.24,135.02,
47.28,135.44,
47.32,135.67,
47.37,135.90,
47.41,136.13,
47.45,133.83,
47.50,133.87,
47.54,134.34,
47.58,134.61,
47.63,134.61,
47.67,134.94,
47.71,133.83,
47.76,134.06,
47.80,134.29,
47.84,134.52,
47.89,134.75,
47.93,134.98,
47.97,135.21,
48.02,135.29,
48.06,134.83,
48.10,134.61,
48.15,134.61,
48.19,134.23,
48.23,134.01,
48.28,135.39,
48.32,136.56,
48.36,135.64,
48.41,136.07,
48.45,135.37,
48.49,134.91,
48.54,134.77,
48.58,135.23,
48.62,135.24,
48.67,135.01,
48.71,134.78,
48.75,136.73,
48.80,135.81,
48.84,135.14,
48.89,134.68,
48.93,135.39,
48.97,135.39,
49.02,135.39,
49.06,135.75,
49.10,134.83,
49.15,134.61,
49.19,134.64,
49.23,135.10,
49.28,136.17,
49.32,136.17,
49.36,134.61,
49.41,134.61,
49.45,135.06,
49.49,135.27,
49.54,134.81,
49.58,134.87,
49.62,135.33,
49.67,134.18,
49.71,134.69,
49.75,135.15,
49.80,133.71,
49.84,135.09,
49.88,135.75,
49.93,134.61,
49.97,134.61,
50.01,134.61,
50.06,134.61,
50.10,135.22,
50.14,133.83,
50.19,135.09,
50.23,134.78,
50.27,134.47,
50.32,134.16,
50.36,133.86,
50.40,134.24,
50.45,134.66,
50.49,134.89,
50.53,135.12,
50.58,135.35,
50.62,135.76,
50.66,134.66,
50.71,135.12,
50.75,135.39,
50.79,135.39,
50.84,135.72,
50.88,136.15,
50.92,134.77,
50.97,135.54,
51.01,136.00,
51.05,135.31,
51.10,133.93,
51.14,134.25,
51.18,135.86,
51.23,134.47,
51.27,135.29,
51.31,135.11,
51.36,134.92,
51.40,134.74,
51.44,134.56,
51.49,134.37,
51.53,134.19,
51.57,134.00,
51.62,133.85,
51.66,134.31,
51.70,134.77,
51.75,135.23,
51.79,135.09,
51.83,134.63,
51.88,135.74,
51.92,133.94,
51.96,134.40,
52.01,135.92,
52.05,135.46,
52.09,135.33,
52.14,135.25,
52.18,135.17,
52.23,135.10,
52.27,135.02,
52.31,134.94,
52.36,134.86,
52.40,134.79,
52.44,134.71,
52.49,134.63,
52.53,134.92,
52.57,135.38,
52.62,133.83,
52.66,134.35,
52.70,133.43,
52.75,134.12,
52.79,135.96,
52.83,136.17,
52.88,134.69,
52.92,135.16,
52.96,133.94,
53.01,134.17,
53.05,134.40,
53.09,134.63,
53.14,134.86,
53.18,135.09,
53.22,135.32,
53.27,135.71,
53.31,136.17,
53.35,134.79,
53.40,133.69,
53.44,133.23,
53.48,134.33,
53.53,133.87,
53.57,133.97,
53.61,134.12,
53.66,134.27,
53.70,134.43,
53.74,134.58,
53.79,134.99,
53.83,133.88,
53.87,134.34,
53.92,134.42,
53.96,133.95,
54.00,134.49,
54.05,135.38,
54.09,134.92,
54.13,134.61,
54.18,134.61,
54.22,134.61,
54.26,134.61,
54.31,134.61,
54.35,134.72,
54.39,135.18,
54.44,135.64,
54.48,136.10,
54.52,134.21,
54.57,134.61,
54.61,134.61,
54.65,135.97,
54.70,135.51,
54.74,134.52,
54.78,135.42,
54.83,135.88,
54.87,135.39,
54.91,135.39,
54.96,135.39,
55.00,135.39,
55.04,135.83,
55.09,136.05,
55.13,135.59,
55.17,134.35,
55.22,135.27,
55.26,135.41,
55.30,136.12,
55.35,135.82,
55.39,135.51,
55.43,135.20,
55.48,134.89,
55.52,136.07,
55.57,134.69,
55.61,134.00,
55.65,134.46,
55.70,134.30,
55.74,133.83,
55.78,135.19,
55.83,136.17,
55.87,136.17,
55.91,135.39,
55.96,135.39,
56.00,136.55,
56.04,136.09,
56.09,135.62,
56.13,133.83,
56.17,133.83,
56.22,133.83,
56.26,133.87,
56.30,134.33,
56.35,134.61,
56.39,134.61,
56.43,134.93,
56.48,133.83,
56.52,134.29,
56.56,134.61,
56.61,134.61,
56.65,134.61,
56.69,134.61,
56.74,134.19,
56.78,134.13,
56.82,135.51,
56.87,135.09,
56.91,136.01,
56.95,135.80,
57.00,135.33,
57.04,134.87,
57.08,135.59,
57.13,136.05,
57.17,138.08,
57.21,136.31,
57.26,140.46,
57.30,139.13,
57.34,143.28,
57.39,143.51,
57.43,143.97,
57.47,145.22,
57.52,145.51,
57.56,145.28,
57.60,145.05,
57.65,144.82,
57.69,144.59,
57.73,144.36,
57.78,144.13,
57.82,145.77,
57.86,146.24,
57.91,145.48,
57.95,146.24,
57.99,144.40,
58.04,143.38,
58.08,143.85,
58.12,144.78,
58.17,144.78,
58.21,145.23,
58.25,145.44,
58.30,144.98,
58.34,145.05,
58.38,145.51,
58.43,144.76,
58.47,145.32,
58.51,143.94,
58.56,143.44,
58.60,143.90,
58.64,144.36,
58.69,144.78,
58.73,144.78,
58.77,144.78,
58.82,144.78,
58.86,144.78,
58.91,144.78,
58.95,145.70,
58.99,145.63,
59.04,145.86,
59.08,146.09,
59.12,146.33,
59.17,145.15,
59.21,143.31,
59.25,143.77,
59.30,145.02,
59.34,145.48,
59.38,145.57,
59.43,145.57,
59.47,145.57,
59.51,145.57,
59.56,145.57,
59.60,144.33,
59.64,143.23,
59.69,143.69,
59.73,144.15,
59.77,144.61,
59.82,144.08,
59.86,145.46,
59.90,144.85,
59.95,145.36,
59.99,144.44,
60.03,146.35,
60.08,146.35,
60.12,144.40,
60.16,145.44,
60.21,144.52,
60.25,144.40,
60.29,145.32,
60.34,144.21,
60.38,144.75,
60.42,143.82,
60.47,143.85,
60.51,145.69,
60.55,144.89,
60.60,146.28,
60.64,145.22,
60.68,145.22,
60.73,143.84,
60.77,145.31,
60.81,144.85,
60.86,144.78,
60.90,143.29,
60.94,143.75,
60.99,145.57,
61.03,145.57,
61.07,145.57,
61.12,145.57,
61.16,145.57,
61.20,145.57,
61.25,145.57,
61.29,144.31,
61.33,144.77,
61.38,146.35,
61.42,144.66,
61.46,144.20,
61.51,145.39,
61.55,145.08,
61.59,144.77,
61.64,144.47,
61.68,144.16,
61.72,144.22,
61.77,144.69,
61.81,144.78,
61.85,144.74,
61.90,144.28,
61.94,144.36,
61.98,145.28,
62.03,145.89,
62.07,146.35,
62.11,144.46,
62.16,145.06,
62.20,145.98,
62.25,144.51,
62.29,144.04,
62.33,145.57,
62.38,144.10,
62.42,144.56,
62.46,145.88,
62.51,144.96,
62.55,144.41,
62.59,144.05,
62.64,144.51,
62.68,144.59,
62.72,144.13,
62.77,144.09,
62.81,146.30,
62.85,143.99,
62.90,145.57,
62.94,145.57,
62.98,144.29,
63.03,144.75,
63.07,144.36,
63.11,146.14,
63.16,145.21,
63.20,144.78,
63.24,144.78,
63.29,145.96,
63.33,144.00,
63.37,144.00,
63.42,145.77,
63.46,146.23,
63.50,144.78,
63.55,146.33,
63.59,145.87,
63.63,145.08,
63.68,143.70,
63.72,143.22,
63.76,143.22,
63.81,143.66,
63.85,144.00,
63.89,144.00,
63.94,144.00,
63.98,144.00,
64.02,144.40,
64.07,144.78,
64.11,144.78,
64.15,144.57,
64.20,144.11,
64.24,144.86,
64.28,144.72,
64.33,143.80,
64.37,143.22,
64.41,143.22,
64.46,143.22,
64.50,143.22,
64.54,143.22,
64.59,143.22,
64.63,143.22,
64.67,145.05,
64.72,145.51,
64.76,146.76,
64.80,144.35,
